Review,Liked
"Came for Motherâs Day, wine was amazing, food was terrible, chips are so oily and cold, we ordered a cheese and cold meat platter for entree which came out with the mains and the staff didnât want to do anything about it, just plonked it down on the table and walked off. Our table was sat no more then 30 cm from the one next to us so it felt like we were sitting having lunch with them. I booked in advance, and didnât get a nice table outside. Will I return? No, probably not. Such a shame, and as a fellow employee of the hospitality industry can I just say the staff really could do with more training, and maybe hire a chef for the kitchen?",0
We will be back. Great place to meet up with friends.,1
"We were told we could either use the online menu app or counter service. Probably would have expected table service.  We found out after waiting a while for drinks that the online app had not sent our order through. We ordered an entree but while eating it the main course came which was a little disappointing. We prefer entree irst then main course following which is the norm.
Overall very nice place and food excellent",1
We love the Barrel. Itâs our new favourite spot to have lunch and some drinks.,1
It was the worse experience here in Australia. We made the reservation I think one week  before and when we arrived we ordered and one hour and half later 2 plates were placed in our table and 15 mins later another another 2 plates arrived... 20 mins   Another 2 plates and the last two arrived when we 6 finished the food. Thatâs an incredible bad service if we order together we should receive the food together. We couldnât have a glass of wine together and celebrate the birthday. The manager just said Iâm sorry we are too busy but itâs not our fault because they expect the visit of the people who made a reservation. Bad bad experience,0
Lovely venue and friendly staff however we were a little disappointed that there was so much we couldnât order from the menu due to meals being sold out. We did go for lunch on a Monday public holiday so they might have run out from being slammed on the weekend. I think our ratings would have been higher if we could have ordered what we wanted as it was my husbands birthday.,1
"The wine taster flights were okay, but our cheese board took 35 minutes to arrive and our mains (pasta and lamb) took another 1 hour 5 min to arrive. When they did arrive they tasted microwaved, overcooked and certainly not worth the price or the wait. We were thoroughly disappointed with the over-priced food and the long wait - we would have left without receiving our food, except that ordering is done through an app and was already paid for. When the food was finally brought out we were not offered an apology or explanation. Unfortunately this lunch was the worst part of our anniversary trip.",0
Lovely location with beautiful outdoor seating. Friendly and prompt service. Devine food and great wine!,1
"We thoroughly enjoyed our lunch sitting outside in the beautiful sunlit garden & bought 2 bottles wine for home.
Will definitely be back to experience other food on the menu.",1
"Delicious wine!!!! Oh yum! Get a tasting paddle for sure. Food was tasty, especially the pumpkin and haloumi salad. Staff were run off their feet when we were there - very busy, maybe under-staffed? Beautiful view of Glasshouse Mts, wish there was dining out the back to enjoy this view. Well done to the gardener as well for gorgeous hedges. Thoroughly recommend!",1
"The waitress was lovely however having to order and pay via scanning in a fine dining restaurant is appalling! Every extra drink ordered had to be ordered through the app which was time consuming, impersonal and really cheapened the experience. Bring back good old fashioned customer service! 
The lamb was lovely but a very small serve and for the price they should give more than two very thin slices but flavour was lovely. 
Burgers and chips were nice and beef was too. We all enjoyed the food. Inside was very noisy so we decided to move outdoors instead 
Overall nice place and good food",1
"We had a lovely time. Food was good and the atmosphere was nice. Service was friendly and the wine was good. Great for family as well. 
No complaints.",1
Clouds Vineyard-The Barrel is an excellent venue for Lunch.  The service is excellent and the food and wine are very good.  We also find it reasonably priced.  We enjoyed our Sunday Lunch and will definitely rebook when the opportunity arises.,1
"Has a great time celebrating a birthday. Live music was a little too loud inside, making it hard to hear Conversations.",1
We have been to The Barrel several times and the food has always been wonderful. Very well priced and so are the wines. The staff are always very sociable and easygoing. Very hard working and eager to please. Got our  recommendation!!,1
"Great service, delicious food and lovely atmosphere.  Highly recommend :)",1
The food was excellent and the service was great.   Friendly and very helpful staff.,1
"I am a local and hadnât been to the Barrel since the new ownership and refurbishment.
Went on a rainy day for a casual lunch catch-up with old friends and it was the perfect place! It is counter service and the wait and bar staff were friendly and helpful. 

Our meals came out in a timely fashion and were well presented and fresh ingredients. The meals were very large serves. You can try paddles of the local wine also.

We enjoyed our meal and would certainly go back again.",1
"Beautiful spot, child friendly. 
Fantastic local beer and wine.

Some dishes to highly priced. Eg. calamari 

Will be back.",1
"We arrived at a very busy time 1pm Saturday and it was difficult to find anyone to talk to about reservation etc we found our table, found our own menu and lined up for 15 minutes to order. This means one person sits at table waiting for 15min on own.
We were next to items for sale so had people standing next to our table several times. It was noisy with people having fun.",0
"We had the $65 per person lunch and it was wonderful. The food was very tasty, appealing to look at and very good value. We were glad not to have eaten breakfast as there was a lot of nutritious food on offer. We highly recommend this restaurant.",1
"Food was nice, some tasty local dishes, some that you would expect as a cheap side dish (Tomatoes, cucumber and feta - classed as a dish for the restaurant but Iâd say this is a cheap garnish). Time between dishes took a while for some of them. Paper table cloths are not the way forward!! Feel gross and do not look nice.

Service was a bit all over the place, run by friendly but inexperienced staff. Walking through small table gaps when there are larger walkways, talking loudly, different person every couple of minutes. Not seamless when paying above $250 for a meal",1
Food spectacular as usual..big shout out for BRIANNA..a natural waitress with a pleasant nature! (She's a keeper!)..kudos to her mentor as well..overall fantastic..the reason it's mum & i's go to indulgence! Gav,1
"Friendly and attentive service team, exquisite meals and a beautiful view. We picked the feed me like a Barossan option and found it to be incredibly good value. Plentiful food, all equally delicious and well-presented.",1
Absolutely beautiful lunch. Fresh and incredibly tasty. Will certainly be back to sit and enjoy an amazing view and amazing food!,1
"Great food with lots of variety, love the concept of shared plates.",1
Food was absolutely delicious and the service was fantastic,1
The whole table has to agree to the menu and there was no flexibility apart from vegetarian options and we asked if we could pair and told no!! So unless you all have similar tastes for dinner forget this place!,1
Absolutely perfect in every way. Love spending time at Harvest Kitchen ðð,1
Harvest Kitchen has always been a great place with amazing food but unfortunately this seems to have changed over the past 6 months. The prices have gone up and the quality and portion size of food has dropped. For this reason I don't think it will be worth the trip with so many other incredible restaurants in the area.,1
Delicious and enjoyable. Would recommend and would go back.,1
"If you have Dietary Requirements, very accommodating if you do the Tasting Menus.  I have Coeliac Disease and had no repercussions and was very well looked after â¦ Thank you to the kitchen ð",1
"We  love coming back.  Beautiful setting,  amazing food and friendly service. Thank you",1
"Delicious, friendly, accommodating we will definitely come back",1
Food is outstanding! Service excellent. Locally sourced and delicious.,1
"Beautiful winery views, service and food was amazing, would recommend and come back",1
"Food was seasonal and delicious. Service was great, attentive, but not over the top. Views and ambience are great. Well worth it for a special meal out.",1
"Lovely views from dining room and balcony. Nice lawn area for kids to run about. Had chefâs choice. Beautiful, fresh and filling. Wonderful friendly wait staff and knowledgeable tasting staff too. A must do for a leisurely lunch!",1
Beautiful venue with amazing views and the food was so delicious. The staff were so lovely and accommodating also!,1
"Delicious food in beautiful, green and serene surroundings. A must when visiting the Barossa",1
"THE go to place when at the Barossa. Great location, great food, great service.",1
"Up to the usual standard, excellent.",1
Wonderful service and food each time we visit. Thank you,1
"sometimes we were left waiting for a while between serves - we were not fully briefed that only some things from the menu would be served to us, not all on the listed menu.",1
The food was fresh vibrant and ample and they catered amazingly for our GF diner,1
"An outstanding dining experience. Delicious food with perfectly sized portions. We went the Feed Me Eden option and had a variety of dishes to choose from. Still had room for a dessert. Standout dishes that provided a unique dining experience were the Sweet Corn ribs and salted caramel, vanilla ice cream with toffee popcorn dessert. Staff were friendly and prompt with service. Amazingly sunset.",1
"Excellent table service, lovely mix of flavours and portion size.",1
"Amazing location, delicious food and exceptional service. Definitely recommend.",1
"Amazing, tasty food, well paced and well portioned. Can't reminder our waiter's name but she was fab.",1
"The scenery at Harvest Kitchen is sublime, our main waiter James was very engaging and hospitable the food was fresh and ample and we had a wonderful dining experience.",1
From Western Australia.  Second time here.  Will come again!,1
Booked for outdoor dining however on arrival was told nothing available and was sent inside and told if anything become available we would be shifted. We were in front of the bar with plenty of traffic around. After sitting down for 5 minutes two tables cleared outside and one of them was not used for the time we were there. Had to ask for additional drinks after 10 minutes despite several staff walking past multiple times and food that came out was not what we ordered. In saying this the food was excellent,1
"We can't praise this venue enough, enjoyed an amazing meal ( Eat like a Barossan) drank local wines and soaked in the magnificent view. 
Staff were friendly and welcoming. 
Our guests from interstate were very impressed.
We will be returning!! 
Great job guys, compliments to the chef.",1
The steak we had as part of our set menu was extremely bloody and very tough. Outside of that. Everything else was amazing!,1
"An amazing meal experience. Delicious flavours cooked to perfection. Dog friendly down on the patio (tell them you have a dog when you book) with a beautiful outlook and beanbags on the lawn to relax on after. 

Very busy. But very well run. Well worth a stop.",1
"I take a lot of tours through South Australia wine regions and this would have to be one of the best restaurant/wineries in the state.  The service is great, the staff are wonderful to deal with, beautiful views just a really great place to relax and enjoy what the barossa has to offer.",1
"Outside is fantastic on a hot,  but not too windy day. We booked for outside but on arrivals was told there was no table. However they said as soon as one became available they would move us...and they did. Much appreciated",1
Our waitress was absolutely amazing! Will definitely be back!,1
A must visit for anyone planning a Barossa experience,1
"Fantastic food and service, just a shame we had to finish our meal at another table due to a follow on booking (2 hr seating).",1
Fresh & delicious food complimented by cheerful and attentive service. The setting of the restaurant and the ambiance was lovely!,1
"Outstanding, beautiful food, wine and location. Feed me (us) like a Barossan is an experience weâd like to not share, cause we want a seat available when we book ð Best kept secret in the valley.",1
"We keep returning! ð The food is superb, service is outstanding and the view is magnificent!! 
Thanks for making this an amazing dining experience ð¥°",1
Fantastic wine and food! The quality was amazing. Our only complaint was that the service was a bit slow and the staff not as attentive as they could be. Had to ask for water twice on a very hot day. staff did not ask if we wanted more drinks either which I thought was odd.,1
"Great to take the kids. Ate on the balcony, then played on the grass afterwards. Had the $65 per head menu, was delicious. Kids menu was also great. Amazing service. Will be back for sure!",1
Went with the âFeed me like a Barossanâ option and wasnât disappointed. Great selections and excellent service,1
"The service was amazing, the food was delicious but maybe a little more generous with things like the pita bread etc.",1
"Food was lovely however the portions were small. The atmosphere and surroundings were lovely, very family friendly and the staff were very attentive and helpful",1
Initial greeting and ensuing table service was excellent. Food good but would have liked more meat dishes. Great to have food intolerances addressed well.,1
We look forward to our yearly lunch at harvest kitchen it never disappoints.  Anyone I know visiting Barossa Valley are all encouraged to go there with rave reviews from them all.,1
"We had a wonderful day celebrating our 33rd wedding anniversary. Great weather to sit out on the deck,  looking at the beautiful scenery. We ate like a Barossan & really enjoyed everything that was served. We would happily return for a special occasion in the future.",1
"This was a surprise find as Harvest Kitchenâs menu is not your typical lunch with interesting dishes. Some of the dishes such as the Braised Hutton Vale Lamb was tad bit salty for our liking but the rest were really good especially the corn ribs, yummms!!! Do drop by at least once if ever you are in Barossa.",1
"Great food, great service and great atmosphere.",1
"Visited post Xmas, place was full and vibe good in a sunny afternoon - seated on deck which was great but wouldnât want to have been much warmer.  Food very good with Chefs 5 course platter, small deduction as one course (squid) wasnât quite hot enough but flavours excellent .  Good local wines to match - Calabrian Cab Sav a stand out.",1
We opted for feed us like barossian but couldnt actually distinguish if it was any different from normal menu. Every serving we had was from normal menu. Serving size was a bit small for a group of six.,1
"Experience of eating at Harvest Kitchen is just amazing.
The staff is so welcoming and cheerful.
Service is excellent and food was very fresh and tasty!!",1
"A great setting overlooking the vines towards TANUNDA. Food was innovative and fresh, staff were very friendly and unobtrusively, they were also knowledgeable on the menus and wine list. We will be back shortly.",1
"This was my third visit this year, each time I have brought a new person with me.
Not one of them has been disappointed 
Thank you",1
Tasty food with a difference. Friendly service. Great view from the balcony.,1
"Always amazing everytime I book 
Food is just amazing",1
Great food - excellent wine list. Gorgeous views and friendly staff - a wonderful experience overall.,1
"Food was delicious, view was beautiful and very good value",1
The staff are amazing and very helpful. The food is outstanding! A must visit!,1
"We have previously been to Harvest Kitchen and really, really enjoyed it so we thought we would go again. We did enjoy it and the service was great, but the food and the ambience wasn't quite how we remembered. Granted, it was a rainy day this time rather than sunny, but it was freezing cold in the restaurant and the tables were really packed in. Some of the food was great and other dishes not so great- this time the rare steak dish was incredibly chewy and was a struggle to finish. The wine recommended was also much heavier than we had asked for. The service was great though- we saw a dish we liked that someone else was getting and they added that to our ""Feed Me Like a Barossan"" menu. All in all it was good, not as good as we remembered though and we would perhaps choose somewhere else next time on a rainy day- this is definitely a restaurant best enjoyed on a sunny day outside with a rose, rather than inside which lacked ambience.",1
"The food was exceptional 10/10.  I would recommend anyone come and dine here for expectional food and value, and the wine list was also good.

There was a little confusion about who was going to be our waiter/waitress initially, we were told one young lady, and then a young gentleman, but then we were tended to by a young lady afterall. Our second drinks order was forgotten, and then we ordered it again. Overall, service was friendly and very professional, but not as well organized perhaps as it could have been. 

Hands down great food and value, and good service overall, just a few hiccups there.",1
"The service was friendly, efficient & well-timed between courses.
The outlook across the vineyards from the restaurant is pleasant.
The available food was varied, delicious & appealingly served.
We enjoyed the Calabria wines - Chardonnay, Riesling & Rose.",1
"Absolutely amazing and unusual food, beautifully presented.",1
"The food portions feel like they are smaller than they used to be and the price hasn't gotten any cheaper, although the quality is still good.  The food was pushed out a bit too quickly by the kitchen, and the service staff weren't the most engaging compared to previous visits.  We're probably not going to rush back after this visit, but we would go back at some point.",1
"Delicious Food, lovely setting, great service, fabulous day",1
"Went here with my daughter and 4 year old grandsonâ¦ very accommodating for children with puzzles etc â¦

We selected from the $55 pp â¦ and had the old vine Shiraz â¦ very reasonable prices for wine

Cannot fault at all â¦. Food, service and settingâ¦.

Having been to Penfolds Magill Estate and it was on par at half the cost

I donât know who is responsible for the day to day running but congratulations",1
"Once again, I enjoyed a magnificent lunch.
Excellent food, although I did choose , maybe, one or two more courses than I needed, but what the heck!
Service, quietly done and very attentive.
The view is always great.",1
Amazing food and excellent service. Wine was very nice too.,1
Food was amazing! Service was great! Venue is stunning! Could not fault,1
Could not ask for move â¦. Food excellent and service outstanding,1
Love this restaurant...the food is superb....but ....enclosed on a very hot day... understand why but it was very noisy...and...we felt the service was a little bit rushed ..so felt a little more like a cafeteria rather than the classy restaurant it is.,1
Go and enjoy fantastic food whilst taking an a fantastic outlook!,1
"once again, we had the feed me.  food was delicious, just the right amount and very timely.  catered to our non meat eater.  would def visit again",1
"Great food, customer service and excellent value for money. Will be back!",1
"Had interstate guests over for business and they were very impressed, food was amazing. Canât fault the service either and we were running late but wasnât an issue and the staff were happy to accommodate which was really appreciative.",1
Food was outstanding. Innovative flavours and presentation but not fussy or pretentious. Servings perfect size so we had more than sufficient but not too much. Lovely outlook of the vineyard on the veranda. Staff incredibly helpful and welcoming,1
"Great food, friendly service and wonderful setting and views.",1
good food and service excellent however food took a long time - was seated at 12:45 and food only finished coming at nearly 3 pm! Good lunch but slow lunch.,1
Spectacular. As a coeliac the nicest restaurant meal I have had in a long term and absolutely careful of my dietary needs.,1
"Spectacular!
Every dish was amazing and every single one of was fed very well like a Barossan!
Service was great, and wine was amazing. Absolutely loved it!",1
Adored everything about this place. We will be back. Highly recommend.,1
"Have been to Harvest Kitchen a few times now and always enjoy the food plus beautiful scenery. We have had some Birthday meals here with family, always enjoy the wine as well.",1
"We had a great meal at Harvest Kitchen last night. We had the Barossan, where the chef makes the choices from the 5 courses. They were all excellent, and there was a good choice of wine too. Staff were friendly and helpful.",1
We had a lovely night. Is a great way to show off Barossa veiws. Will definitely be back,1
Sunset view over the vines would have been wonderful except for the showers and strong winds. Meal was exceptional.,1
"Great good, service, view. Always a great experience",1
Never thought that being 'fed like a Barossan' meant dish after dish of vegetables.,1
Lovely food & variety of flavours. Great views & coffee,1
"Loved this restaurant. When booking,  I asked for a table by the window, and was thrilled on arrival to be seated at a window table. Our waiter Elaine, was absolutely lovely. So helpful. We chose a course from each of the 5 categories, and all were wonderful. Our favourites were the haloumi salad, and the mushrooms. We would have loved dessert, but were all just too full.
My only negative comment concerns the young man behind the bar, who was obviously very stressed as the restaurant was very busy, however he never smiled once. As he was the person who 1st greeted you, a smile would have been appreciated.",1
"Absolutely delicious food, great service and beautiful views. One of the best places Iâve ever eaten",1
"This restaurant is a MUST when dining in the Barossa.  We were running late, rang to advise and they were very accommodating. Choice of two menus was excellent, as some in our party had a late breakfast, so we went with the lighter option.  VERY good value for money.  Wines were mainly from their cellar, but very good.  French champagne reasonably priced for our birthday celebration.  Beautiful views, ample parking, new building and clean toilets - could not fault it.  
Thank you !",1
"Food was delicious,  staff friendly and knowledgeable. There was no rush in serving you and pushing you out the door. It was a very enjoyable experience",1
"Best food, fresh with great flavours. Excellent value for money.",1
"An amazing experience.
Fabulous food, fabulous service and fabulous value.
Highly recommend.",1
We opted to choose our own menu and were impressed by delicious food. The air conditioning wasn't working so a little warm and stuffy however the waitress brought out a fan that helped. Lovely staff and great to have the opportunity to taste Calabria wines as well during our visit,1
"Brilliant! Loved the entire experience. 
 Even provided doggie bags which was great as there was only two of us and sooo much food. We purchased a bottle of wine which was also delicious, but as we were unable to finish it, we were welcome to take the remainder home with us.  One of the best dining experience we have had in some time.",1
"What a wonderful place. Excellent food, very friendly service and beautiful setting. Would love to come back if only we did not live in the UK.",1
"We had the Eat like a Barossan  dinner which gave us chance to enjoy lots of local produce dishes.  Highly recommend I would suggest they offered  a wine pairing with this to complete the experience.  Staff were excellent, views amazing, take a warm top itâs chilly there at night as the balcony has no heaters.",1
"We were recommended to go to Harvest Kitchen from friends.
While the night was ok, the service was lacking.",1
"The food was fabulous & just kept coming! (We had to take some of the last course home as we couldnt finish it all.) The waiting staff were all really engaging & attentive, & had great knowledge of all the dishes they were serving. Beautiful view, particularly as the sun went down. A nice, relaxed atmosphere. Our second visit & we'll definitely go again. Great to find a place that caters to all dietary requirements; all our 6 courses were vegan & were all excellent! Well done to all the staff!! ð",1
Fantastic setting.  The feed me menu had lots of very interesting and tasty dishes.  Very good value.  Staff were really engaging and friendly.  5 Stars!,1
"Wonderful food, friendly staff, value for money and a great wine list.",1
"With excellent views overlooking a vineyard and old gum trees, the service is top-level and the food is scrumptious. Love this place.",1
"Best value, fantastic quality food!  Recommend â feed me like a barossan â",1
"The weather could have been better, so we decided to have an extended lunch at this modern place with normally beautiful view over the vinyards. Had the Barossa menu with a variety of different delicious dishes,  nicely presented and explained by staff. The 2022 Riesling was also very nice and fresh.",1
"Lovely views, amazing food and service. Will definitely return in summer snd sit outside",1
"It was worth the drive down, it was yummy, and the experience was great.",1
One of the best Mediterranean meals I have ever had! Such good value and great staff. Would 100% recommend and will be back.,1
A wonderful food experience overlooking vineyards,1
"Went on a recommendation from the Tanunda Visitor Centre. Had no expectations but wow....wonderful food - share plates chefs choice. Refined and good flavours. Great scenery, warm service, good prices and very adaptable for dietey requirements.
Will definitely be visiting here again. 
Best experienced for 4 or more people per table.",1
"I would recommend dining at Harvest Kitchen, the food, service and view were amazing and also the wine! A must when visiting the Barossa",1
"We would like to thank all of the staff for a lovely time, we both enjoyed our dinner immensely",1
"Very unimpressive food every course serves cold and with fennel, I love seasonal veg but not the same thing in every course, totally zero atmosphere as opposed to last year very disappointing experience wonât be te visiting",0
"Our experience was absolutely fantastic!!  The food (we had the Eat Like a Barossian) was well paced, very fresh and loaded with flavor leaving us very satisfied without being completely stuffed.  The restaurant was very busy but our wait staff were very calm, explaining everything and giving us all the time we needed.  Considering the amount of variety we had the menu was well priced and affordable.
Definitely would go back.",1
"Food was excellent and staff very friendly and helpful.  No hesitation relocated us to
another table that was not being used and one we preferred.",1
"This was just the best food
We had 2 vegetarians and 4 non vegos. All catered for superbly
Could not have asked for anything different
The service was equally excellent.",1
"We frequently visit Harvest Kitchen when in the Barossa. Always outstanding food. The line of acidity throughout the dishes is outstanding, and the balance of salt, fat, sweetness paired with fresh vegetables and meats is stunning for the price. 

When busy some of the finesse that weâve experienced in the food previously sometimes slips, but the service is always fast, friendly and efficient. 

Wonderful place to eat and visit.",1
Delicious food and friendly staff who were more than happy to accommodate for coeliac gluten free requirements. Lovely setting looking across the vineyards.,1
"We had a group of 4 and chose the Feed me Eden selection.  The food was excellent, especially the mushrooms with Brussels Sprouts. The service was helpful and attentive. Our only issue was that it was very noisy. Not sure if it was because of the weather, more people  than usual were inside",1
Delicious food and lovely service! Would highly recommend.,1
Every dish that came out was amazing!! We had the 6 plate menu and all were equally amazing!,1
"Fantastic food, definitely didnât leave hungry! the feed me option is amazing value and the view is always gorgeous",1
The food was delicious and the setting was gorgeous! Definitely be back!,1
Exceptional food; great setting and excellent service. One of the highlights in Barossa,1
"First visit to Harvest Kitchen on a private wine tour with a friend. Excellent service, friendly staff and really good, tasty local produce. Very impressed.",1
We had a wonderful experience at Harvest Kitchen. We lunched on the deck overlooking the vines. We had the Feed Me Eden menu. It was hard to say which of the five chosen dishes was the best. They were all delicious. We must return with the extended family as young children were also well catered for with games provided on the lawn below and a good children's menu.,1
"Wonderful experience, great food , service great, cannot fault",1
Awesome as usual. This is our 4th time here and we thoroughly enjoy the experience every time ð¥°highly recommended!,1
"Great experience, lovely setting, great food. Highly recommend.",1
"Enjoyed the meal, unfortunately the restaurant was extremely loud mainly due to a large booking that might have been better placed in the function room.",1
I love this restaurant so much so I returned but this time it was very noisy. We have to speak so loud to hear one another.,1
"Excellent service, great food in substantial portions, catered superbly for majority vegetarian group.",1
"Love Harvest kitchen, beautiful delicious food. I recommend to many people. The $ of individual deserts is too much tho x",1
Wonderful way to spend an afternoon the food is inventive and has great flavours the feed me like a Barossan food is varied and fresh. I highly recommend this place,1
"Wonderful dining experience in the Barossa. Great food, great service and even better value! Highly recommended.",1
My group of friends and I  had the most beautiful time at Harvest Kitchen.  The food was a lovely combination and the flavours absolutely amazing.  Your staff were friendly and made us feel very welcome.  Thanks Harvest Kitchen we will definitely be back.,1
Absolutely amazing food! Will definitely be back..,1
Delicious- very family friendly and incredible service,1
"The food was the worst restaurant food I have ever expiercened 
The service was terrible and noise level made it impossible to chat. 
The value was a joke. $65 per head for rubbish food. 
I will. E telling all my ftiends never to visit u.",0
An absolutely wonderful and delicious dining experience!!,1
"Outstanding service from the minute we walked in to the moment we left, fantastic food, weâll be back!",1
A wonderful experience and great value for money. The site is lovely and the food is exceptional. We felt very relaxed and unrushed. The food came regularly and there was plenty of it. Highly recommend for a lazy Saturday or Sunday afternoon!,1
"We had a lunch there, four foodies, all absolutely loved it, one of the best food experiences ever, will definitely be back!",1
"Great food, professional staff, lovely view. Our group of 4 thoroughly enjoyed it.",1
The taste and freshness of the food was divine. Could not stop raving about it. Exquisite.,1
Beautiful food well made. Needed more complimentary bread to mop up the juices. Some dishes a bit small. Bread course should come complimentary?,1
"Lovely location, good and tasty food, service on point. Highly recommended, Iâll definetly go back again.",1
Great afternoon in the Barossa. Stuff for the kids to do with amazing food for both young and old. Thank you!!,1
"Wonderful food, lovely location and pleasant service.",1
"We had a fantastic meal, the choice of wines was very good, the service was excellent, it was all about pleasing the customer, a great place to dine, we highly recommend, I know weâll be back!",1
Amazing food and staff came here for the second time and was not disappointed at all â¤ï¸â¤ï¸â¤ï¸,1
Fantastic experience as usual. Great place to take interstate guests.,1
"Great place to eat and sample a variety of local produce.  We thoroughly enjoyed the food, service and atmosphere. A great place to eat if your visiting the Barossa!",1
We chose the Feed me Eden where we chose which dish we wanted from each course. The food in particular the mullet was delicious.,1
"Lovely food and stAff. Drink service slow, food runners didnât offer drink or remove empty glass. 
Would definitely recommend though and would return !!",1
"Staff and food were amazing. 
Cannot fault anything, was an awesome experience.

Thank you",1
Beautiful little place to enjoy a wonderfully made lunch with a view. Every dish was so tasty and unique. Would definitely recommend!,1
Lovely tasty food at a great venue and staff were great too.,1
Great place to visit with consistently great food. The staff are always so accommodating and knowledgeable with food and drink selection.,1
"The food was absolutely amazing, every dish was tasty and masterfully prepared.  Highly recommended!",1
"Absolutely delicious, every dish was beautifully crafted and really flavoursome.",1
"The staff unfortunately were understaffed, which was a real shame, but they tried to keep everything running on track.
Food as usual was amazing, as was variety of local ingredients used in very interesting ways.
Their bread to to die for.",1
One of our favourite places to eat in South Australia. They do a great job at meeting dietary requirements and making superb food. We'll be back!,1
"All the share dishes with the ""Feed me like a Barossan"" menu option were beautifully presented and simply delicious. Great attentive service too with good selection of wine to ponder over while admiring the lovely view over the vines.  Well worth the trip up.",1
Each dish was delicious and our friend with food allergy was very well catered for.,1
"Amazing food, wonderful service and great atmosphere",1
Amazing food. Beautiful views. Great service. What more could you want.,1
"The freshest, most interesting and superbly delicious meal. Its a creative selection and combination of tastes that will blow your palate apart.",1
food was amazing!!! best ever highly recommend!!!!,1
"Incredible food, absolutely outstanding. Tables were very close together so you could hear peopleâs conversations. Food was slow to come out. View outstanding and staff were lovely.",1
"Absolutely divine experience here at Harvest! The food was incredible and we definitely got our moneyâs worth. Our waitress, Susan, was a dream; so helpful and kind. Would come back again in a heartbeat!",1
"Everything was amazing! The staff were attentive & meals delicious & timed well, we loved it!",1
"Delicious food, really good wine, great service..beautiful locationâ¦",1
Beautiful location. Food was delicious and very fresh. Service was excellent,1
"Second visit to Harvest Kitchen. This time we had the ""Feed me like a Barossan""menu so we had no idea what we would get. We had 4 GF in our party (1 adult, 3 kids) and they all loved what they received! Overall, a relaxing lunch, interesting food and great service with a beautiful view of the vineyard. Will be back!!",1
2 couples staying in Tanunda for 4 days - favourite meal by a long way. Not only the best flavours and most interesting selections but best value by a long way. Book ahead and do not miss out on this amazing spot. Thanks to the team at Harvest Kitchen for a great lunch!,1
"Had the feed me menu, was very impressed with the quality and the overall presentation.

The corn chunk thing was to die for, could have just had a bucket of that with the Hummis.",1
"Recommended to us by the Information centre in Tanunda and did not let us down. Good food, good wine and good service. A most enjoyable lunch.",1
"We are local but bought friends from Melbourne ( big shoes to fill) as Melbourne has some amazing places to eat.. you guys absolutely nailed it.. we are coming back next week with more friends from Melbourne.. see you then
Leanne Barker ð¼",1
"You have to ""eat like a Barossan"" when you go here - you won't be disappointed if you do!",1
The food was fabulous. We went early (11:30) and the place was pretty empty. We had booked but they put us right next to pretty much the only other occupied table in the whole place and right outside the bathrooms. Thereâs heaps of good food around so Iâd probably try somewhere else based on that disappointing service.,1
"Every think was ok , the room needs colour , very dull colour less dining room,Bright green artificial plants hanging out of baskets would have helped, vases on tables, it needed something, for a place of that quality a little money needs to be spent on appearance I believe, We eat out every week all around Adelaide and the Hills , and first impressions are very important",1
"Great, great and great. In fact it was excellent. Thanks.",1
We left feeling full to the brim but very satisfied. Would definitely come back and enjoy their feed me,1
"We went for Father's day and it was completely booked, so it was a little noisy. We were seated near the door to the toilets so not ideal position.  However, the food was so good it made up for positioning.  We had the Eat like a Barossian option and every single dish was outstanding. Already making plans to go back!",1
The food was delicious and the service was great. Lovely waiters and werenât waiting long for food. Beautiful view and great vibe overall. We will definitely be back!,1
Eat like a Barossian was a great spread of nice selections. Make sure you pace yourself as there are lots of courses :),1
"Overall we had a very pleasant experience. The food was absolutely delicious and the service we received from everybody was exceptional! The Vegan and Vegetarian dishes were so well made and very very tasty!
It was a shame we weren't allowed to sit outside on the deck, given it was such a beautiful day, so that made it quite noisy inside.",1
Fabulous fresh food and wonderful service. Thank you.,1
"A beautiful location, with exceptional service and excellent food. A good selection of local wines. Will go again if given the chance. A very enjoyable  experience.",1
This was a beautiful Restaurant with delicious food and friendly service. I will be going back!,1
A wonderful dinner. The maÃ®tre de was exceptional. We will come back again!,1
"Food was great, staff were attentive. It was very busy and we found it a bit noisy. Views were spectacular. Would recommend.",1
"Great food and wine, great service. Highly recommend",1
"Beautiful food , wines and a stunning view! Loved it",1
Amazing food and service and wine!! 100% recommend the Feed me like a Barossan.,1
